body,title,url
"

Al parecer el PlayStation 5 digital tendrá una “revisión” en camino, se trata de un modelo que no cambiará prácticamente en nada. Diversos sitios japoneses comenzaron a enlistar la serie CFI-1100B01 del PlayStation 5 con novedades como un tornillo de mariposa en la base y ahora es 300 gramos más “ligera”.

Por el momento no se han revelado más detalles de los cambios que podría tener el modelo, pero mencionan que comenzará a enviarse a finales de julio. Desde Wccftech señalan que podría haber cambios relacionados a la ventilación de la consola. 
 











PS5本体のマイナーチェンジモデル、7月下旬から出荷開始。まずはデジタルエディション（CFI-1100B01）から。性能や仕様は変化なし。https://t.co/5bKUtoY4eJ pic.twitter.com/hSAIC4IBLI— れんか (@Renka_schedule) July 19, 2021 

El medio señala que es probable que también tenga cambios en el ventilador y el disipador de calor, mencionando que los del modelo actual son muy grandes.

En cuestión de rendimiento no se podría esperar ninguna novedad con la consola, recordando que fue lanzada en noviembre de 2020 y actualmente es muy complicada de conseguir en gran parte del mundo.

Las revisiones de consolas son muy normales para reducir costos y lanzar modelos a precios más “accesibles”. No olvidemos que Phil Spencer, responsable de Xbox mencionó en una entrevista que no tienen planeado lanzar una revisión del Xbox Series S|X a corto plazo, mientras Nintendo ya reveló su Switch con pantalla OLED.
 




    Compartir
    
           PlayStation 5 digital tendrá una “nueva” versión: 300 gramos más ligera y con otro tornillo en la base
         


Facebook
Twitter
Flipboard
E-mail



Temas

Videojuegos


PS5




","
         PlayStation 5 digital tendrá una “nueva” versión: 300 gramos más ligera y con otro tornillo en la base   ",https://www.xataka.com.mx/videojuegos/playstation-5-digital-tendra-nueva-version-300-gramos-ligera-otro-tornillo-base
"

Le pasó hace algunos días a DiDi, cuando su app quedó vetada de las tiendas de aplicaciones en China, y ahora Amazon y ByteDance, creador de TikTok, están en la mira del gobierno chino por presuntamente acumular demasiada información sobre sus usuarios o requerir demasiados permisos de forma ilegal. 


La información proviene del South China Morning Post que refiere a una lista de China con 145 apps en total que, asegura el gobierno, han violado los derechos de los usuarios. En el caso de Amazon se trata en específico de una comunidad en línea con nombre de NetEase's Dashen. En todos los casos las apps y empresas tienen solo siete días para corregir el asunto por el el gobierno chino asegura que están incurriendo en prácticas ilegales, y en caso de no hacerlo obtendrán castigos. 
 


    
Las política de privacidad de datos en China no solo provocó el incidente con DiDi, sino que además una coalición conformada por Google y Facebook comenzaron a pensar en dejar el país, según un reporte en The Wall Street Journal.
Amazon respondió al South China Morning Post que hará todo lo posible por cumplir con los requisitos legales del gobierno chino, así que un escenario en donde su servicio en línea o cualquier otra sección de la empresa quede vetada luce muy improbable. 















    Compartir
    
           Amazon y TikTok son los siguientes en la mira de China: han recolectado demasiada información de sus usuarios, según el país
         


Facebook
Twitter
Flipboard
E-mail



Temas

Empresas y economía


apps
China




","
         Amazon y TikTok son los siguientes en la mira de China: han recolectado demasiada información de sus usuarios, según el país   ",https://www.xataka.com.mx/empresas-y-economia/amazon-tiktok-siguientes-mira-china-han-recolectado-demasiada-informacion-sus-usuarios-pais
"

Continua el conflicto entre el gobierno de los EUA y Facebook desatado la semana pasada por el presidente Joe Biden. Ahora es  la directora de Comunicaciones de la Casa Blanca quien habló en torno a la responsabilidad de las redes sociales sobre la publicación de fake news en relación a la pandemia.

De acuerdo a declaraciones recogidas por la MSNBC, Kate Bedingfield señaló que las redes sociales deberían hacerse responsables por publicar información errónea y que desde la administración estaban revisando las políticas establecidas en la ley sobre las posibles sanciones o limitaciones cuando los contenidos terminen por causar daño a las personas.
 



""Estamos revisando eso y ciertamente deberían rendir cuentas, dijo Bedingfield.

Añadió que hay medios conservadores que generan contenido de forma irresponsable sobre el virus, que se sigue difundiendo en las redes sociales y representa un problema para su estrategia sanitaria.

La cruzada de Estados Unidos contra las Fake News en Facebook
    
Recordemos que el mandatario estadounidense declaró abiertamente el viernes que redes como Facebook estaban ""matando gente"" por desinformar en torno a las vacunas y en general sobre los temas relacionados a la pandemia, pues contribuían a que las personas decidieran no aplicarse el biológico, afectando las metas del gobierno para contener la variante Delta que ahora circula en el país, donde destaca el grupo de ""los no vacunados"" como el principal factor.

Esto, tras los comentarios de la secretaria de prensa de la Casa Blanca, Jen Psaki, donde compartían su preocupación por las ""publicaciones problemáticas"" que circulaban en Facebook y anunciaban posibles cambios en la Ley de Decencia en las Comunicaciones para combatirlo.

La red social respondió con un informe donde señalaban que el 85% de los usuarios que utilizan Facebook en Estados Unidos, o ya se vacunaron o quieren hacerlo, que contrastaba con la meta que el gobierno de Biden se propuso para el 4 de julio, haber vacunado al 70% de los residentes del país.

Como punto más reciente, este lunes 19 de julio, el presidente se retractó señalando que la plataforma ""no está matando gente"", pasando la responsabilidad a los usuarios, que son los que diseminan información y que esperaban la red social hiciera algo al respecto para evitar la propagación de estos contenidos.















    Compartir
    
           Redes sociales ""deberían rendir cuentas"": la Casa Blanca dice que las plataformas tendrían que ser responsables por las fake news
         


Facebook
Twitter
Flipboard
E-mail



Temas

Legislación y Derechos


Facebook
Twitter
Coronavirus
Coronavirus en México




","
         Redes sociales ""deberían rendir cuentas"": la Casa Blanca dice que las plataformas tendrían que ser responsables por las fake news   ",https://www.xataka.com.mx/legislacion-y-derechos/redes-sociales-deberian-rendir-cuentas-casa-blanca-dice-que-plataformas-tendrian-que-ser-responsables-fake-news
"

Hace unos días recomendamos este monitor portátil de Asus que puede ser de mucha ayuda para quienes necesitan trabajar fuera de su casa u oficina. Ahora tenemos una opción para quienes disfrutan jugar en su computadora.

Se trata de un monitor BenQ modelo EX2780Q, el cual tiene un precio oficial de 13,599 pesos, pero ahora mismo en Amazon México se encuentra por 9,899 pesos. Es decir, un 27% de descuento, que lo deja en su precio más bajo hasta la fecha. Incluso en su tienda oficial está más caro.
 









Monitor Gamer BenQ 144 Hz 27 pulgadas 2K QHD ( EX2780Q )


PVP en Amazon México $9,899.00


PVP en Mercado Libre $12,299.00






Es vendido y enviado por la propia tienda, debido a su precio el envío es gratis para todos los usuarios, pero quienes tengan Amazon Prime pueden disfrutar de entrega al día siguiente dependiendo de su ciudad. Al momento de hacer esta nota, quedan cerca de cuatro horas para que la oferta termine. 

También esta la opción de pagar una protección contra daños accidentales por dos años de 537 pesos y tres años por 742 pesos. El pago también se puede realizar en hasta 12 meses sin intereses dependiendo de su tarjeta de crédito.

    
Cuenta con un panel IPS de 27 pulgadas con resolución 2K QHD (2560x1440 pixeles) y una tasa de refresco de 144Hz, además de HDR para una mejor profundidad de negros, modo juego y es compatible con AMD Free Sync.

Cuenta con dos puertos HDMI 2.0, un DisplayPort 1.4, un USB tipo C y un jack 3.5 mm. También tiene un equipo de sonido integrado de 2.1 canales, con un subwoofer de 5W, además de un control remoto podemos ajustar la configuración más fácil.












        En Xataka México Selección publicamos las mejores ofertas en tecnología, videojuegos, coleccionables y demás categorías que estén en descuento en distintas tiendas en línea de México. El precio y disponibilidad del producto están sujetos a cambios sin previo aviso.
    

Algunos de los enlaces de esta publicación pueden pertenecer a un programa de afiliados. Ninguno de los artículos mencionados han sido propuestos ni por las marcas ni por las tiendas, siendo su introducción una decisión única del equipo de editores.
 




    Compartir
    
           Este monitor BenQ 2K de 27 pulgadas tiene más de 3,500 pesos de descuento: 144 Hz, HDR, bocinas y hasta control remoto ideal para gaming
         


Facebook
Twitter
Flipboard
E-mail



Temas

Componentes
Selección


videojuegos
Ofertas
monitor
Amazon México
BenQ
2K
PC Gaming




","
         Este monitor BenQ 2K de 27 pulgadas tiene más de 3,500 pesos de descuento: 144 Hz, HDR, bocinas y hasta control remoto ideal para gaming   ",https://www.xataka.com.mx/seleccion/este-monitor-benq-2k-27-pulgadas-tiene-3-500-pesos-descuento-144-hz-hdr-bocinas-control-remoto-ideal-para-gaming
"

El 31 de agosto Disney lanzará Star+, un nuevo integrante para competir contra Netflix y HBO Max, ya sabemos que ‘Los Simpsons’ tendrán todas sus temporadas disponibles en la plataforma, además de ser el lugar en el que se estrenará en exclusiva la temporada 32 de la serie. ‘The Walking Dead’ repetirá la misma historia.

Por medio de sus redes sociales se confirmó que la temporada final de ‘The Walking Dead’ será estrenada en exclusiva por el servicio de streaming. Todavía no se ha revelado la fecha en la que se estrenará el primer episodio en México.
 












En Xataka México

Star+: el hogar de ‘Los Simpson’ y de ESPN, estos serán sus contenidos de lanzamiento y dispositivos compatibles en México












‘Solar Opposites’ también será exclusiva de Star+, se trata de la nueva serie animada de Justin Roiland y Mike McMahan, recordando que Roiland es reconocido por ser el creador de ‘Rick y Morty’. La serie fue estrenada en 2020 y ya cuenta con dos temporadas.

    
Otra sorpresa será ‘M.O.D.O.K.’, una serie de Marvel que utiliza la técnica de stop motion y esta dirigida a un público adulto, mezclando elementos de ciencia ficción con humor. Su primera temporada se estrenó en Estados Unidos el 21 de mayo de 2021 con 10 episodios.

Otras series animadas para adultos que estarán disponibles el 31 de agosto son:

Family Guy
Duncanville
Futurama (serie completa)
American Dad!

    
Star+ podría ser la casa de Hulu en México
Hulu podría estar más cerca de México de lo que pensamos, Disney es el principal propietario del servicio de streaming después de comprar Fox en 2019. Hemos notado que algunas series exclusivas para dicha plataforma llegarán a México de la mano de Star+.

Entre ellas destacamos ‘Solar Opposites’ y ‘M.O.D.O.K.’, pero también existe más contenido como ‘Secretos sobre secretos sobre secretos’, la serie que tiene a Steven Martin, Martin Short y Selena Gomez como protagonista, también es exclusiva de Hulu y en las redes sociales de Star+ la manejan como serie original.

    
Otras series exclusivas de Hulu que ya están disponible en México o que llegarán con Star+ son:

The Handmaid’s Tale (exclusiva de Paramount+ en México)
The Act (disponible en StarzPlay en México)
Love, Victor (exclusiva de Star+ en México)
Castle Rock (disponible en StarzPlay en México)
Veronica Mars (disponible en HBO en México)
Normal People (disponible en StarzPlay en México)
The Great (disponible en StarzPlay en México)
Runaways (disponible en Disney+)
High Fidelity (disponible en StarzPlay en México)

Star+ todavía no revela su precio oficial en México, solamente sabemos que su costo será alrededor de los siete dólares, similar al de Disney+. Se esperan más detalles en las próximas semanas.
 




    Compartir
    
           Star+ en México tendrá en exclusiva la temporada final de ‘The Walking Dead’ y ‘M.O.D.O.K’, la serie de Marvel para adultos
         


Facebook
Twitter
Flipboard
E-mail



Temas

Streaming


Hulu
Disney
Star+




","
         Star+ en México tendrá en exclusiva la temporada final de ‘The Walking Dead’ y ‘M.O.D.O.K’, la serie de Marvel para adultos   ",https://www.xataka.com.mx/streaming/star-mexico-tendra-exclusiva-temporada-final-the-walking-dead-m-d-k-serie-marvel-para-adultos
"

Hace poco más de un año Xiaomi anunciaba un nuevo equipo de gama baja con un precio y características muy competitivas en este sector. Se trata del Xiaomi Redmi 9, el cual se encuentra de oferta.

Esto es en las tiendas en línea de Walmart y Bodega Aurrera, donde lo podemos encontrar en 2,628 pesos, mientras que en Amazon México está disponible por apenas 20 pesos más. Su precio de lanzamiento en el país llegaba a superar los 4,500 pesos.
 









Xiaomi Redmi 9 Dual SIM 32GB 3GB RAM Sunset Purple


PVP en Walmart $2,628.00


PVP en Bodega Aurrera $2,628.00PVP en Amazon México $2,648.00PVP en Claro Shop $2,815.00PVP en Sears $2,961.00






Este equipo cuenta con envío gratuito en las tres tiendas, en le caso de Amazon, los usuarios que tengan una suscripción a Amazon Prime pueden disfrutar de entrega al día siguiente dependiendo de su ciudad. 

El Redmi 9 cuenta con una pantalla LCD de 6.53 pulgadas y Gorilla Glass 3. El cuerpo está hecho de plástico y tenemos la posibilidad de insertar dos tarjetas SIM y una microSD para expandir el almacenamiento, ya que este es de 32GB.

    
En cuanto a RAM tenemos 3GB y se complementa con un procesador Mediatek Helio G80. Tenemos una cámara principal de 13 MP, un gran angular de 8 MP, macro de 5 ;P y sensor de profundidad de 2 MP, además de la cámara frontal de 8 MP.

Debido a sus características recomendamos este smartphone para funciones básicas, como mensajería, ver videos, jugar o consultar redes sociales. Puede ser un buen equipo para regalar a alguien que requiera algo muy básico. 












        En Xataka México Selección publicamos las mejores ofertas en tecnología, videojuegos, coleccionables y demás categorías que estén en descuento en distintas tiendas en línea de México. El precio y disponibilidad del producto están sujetos a cambios sin previo aviso.
    

Algunos de los enlaces de esta publicación pueden pertenecer a un programa de afiliados. Ninguno de los artículos mencionados han sido propuestos ni por las marcas ni por las tiendas, siendo su introducción una decisión única del equipo de editores.
 




    Compartir
    
           Redmi 9 de oferta en Amazon México y Walmart: menos de 2,700 pesos por uno de los mejores smartphones baratos de Xiaomi con cuatro cámaras
         


Facebook
Twitter
Flipboard
E-mail



Temas

Selección


Descuento
Smartphone
Ofertas
Walmart
Xiaomi
Amazon México
Redmi 9




","
         Redmi 9 de oferta en Amazon México y Walmart: menos de 2,700 pesos por uno de los mejores smartphones baratos de Xiaomi con cuatro cámaras   ",https://www.xataka.com.mx/seleccion/redmi-9-oferta-amazon-mexico-walmart-2-700-pesos-uno-mejores-smartphones-baratos-xiaomi-cuatro-camaras
"

Samsung ha hecho oficial la fecha de su próximo evento Unpacked: la cita para conocer nuevos dispositivos es el 11 de agosto, tal y como las múltiples filtraciones revelaron desde hace varias semanas. 


Samsung ha comenzado a enviar las invitaciones para su próximo Galaxy Unpacked, reportan medios y YouTubers. Además, su cuenta oficial en Twitter también publicó la invitación, en la forma de una pequeña animación que adelanta un poco de lo que en el evento se presentará: nuevos smartphones plegables. 
 


Ready to go from good to great? Join us as we unfold this #SamsungUnpacked, August 11, 2021. Learn more: https://t.co/U3NHdnqd9G pic.twitter.com/lHI02uINFk— Samsung Mobile (@SamsungMobile) July 21, 2021 

Aparte de la animación que forma un par de sombras con clara referencia a los Galaxy Z Fold3 y Galaxy Z Flip3, la invitación dice ""Prepárate para desplegar"" (Get ready to unfold), lo cual apunta inequívocamente a nuevos smartphones con pantalla flexible. La cita para descubrir todos los detalles será el 11 de agosto a las 9:00 AM (hora del centro de México). 

Aunque tal vez Samsung ya no tenga sorpresas para revelar.
Han sido numerosos los rumores y filtraciones alrededor del segundo Unpacked del año, tanto que incluso desde principios de mes Evan Blass reveló que la fecha sería precisamente el 11 de agosto y no solo eso sino que también filtró todos los dispositivos que en la celebración de Samsung se presentarán: Galaxy Z Fold3, Galaxy Z Flip3, Galaxy S21 FE, Galaxy Watch, Galaxy Watch Classic y Galaxy Buds 2. Será toda una oleada de dispositivos que incluye tres smartphones, dos smartwatches y un par de audífonos. 

pic.twitter.com/8A4jTffvFJ— Evan Blass (@evleaks) July 10, 2021 

Por si esto fuera poco, el fin de semana pasado Blass de nuevo atacó y reveló anticipadamente la misma invitación al Galaxy Unpacked que ahora Samsung ha hecho oficial. Con este nivel de filtraciones poca será la sorpresa en la próxima fiesta de Samsung. 

Como sea, en Xataka México cubriremos el Samsung Galaxy Unpacked así que no pierdan detalle de lo que se avecina el próximo mes. 















    Compartir
    
           Es oficial, el próximo Galaxy Unpacked será el 11 de agosto: Samsung adelanta la presentación de dos smartphones plegables
         


Facebook
Twitter
Flipboard
E-mail



Temas

Celulares y Smartphones


Samsung




","
         Es oficial, el próximo Galaxy Unpacked será el 11 de agosto: Samsung adelanta la presentación de dos smartphones plegables   ",https://www.xataka.com.mx/celulares-y-smartphones/oficial-proximo-galaxy-unpacked-sera-11-agosto-samsung-adelanta-presentacion-dos-smartphones-plegables
"

General Motors confirmó que presentará una tercera camioneta eléctrica bajo la marca GMC; será una pickup de tamaño completo que se espera sea un vehículo más del tipo de “estilo de vida” como la próxima Hummer eléctrica, pero con un precio más asequible.

Este último anuncio se produce sólo tres meses después de que GM informó que produciría una Chevrolet Silverado completamente eléctrica , la cual fabricará en su Factory ZERO y se basará en la plataforma de baterías Ultium, por lo que podría tener un alcance estimado de más de 600 kilómetros con una carga completa.
 


El primer anuncio se hizo en octubre del año pasado. Fue el de la Hummer eléctrica, la cual también se producirá en la Factory ZERO probablemente a partir del cuarto trimestre de este año. Se espera que alcance hasta 482 kilómetros, será el primer vehículo GM en integrar Android Automotive y su precio inicial es de 80,000 dólares.








Este es último de una serie de anuncios de productos EV realizados por el fabricante de automóviles en el último año, mientras se esfuerza por entregar más de 1 millón de vehículos eléctricos en todo el mundo para 2025.

En enero de este año, la empresa informó que parte de este plan involucra el lanzamiento de 30 modelos totalmente eléctricos en los siguientes cuatro años y, con ello, esperan se aceleren las ventas de este tipo de automóviles a nivel mundial, para en 2035, ofrecer sólo vehículos eléctricos.















    Compartir
    
           GM fabricará otra pickup eléctrica; ya son tres las camionetas con baterías de GM que llegarán próximamente  
         


Facebook
Twitter
Flipboard
E-mail



Temas

Automóvil


GM
General Motors
Hummer eléctrica
Silverado eléctrica




","
         GM fabricará otra pickup eléctrica; ya son tres las camionetas con baterías de GM que llegarán próximamente     ",https://www.xataka.com.mx/automovil/gm-fabricara-otra-pickup-electrica-tres-camionetas-baterias-gm-que-llegaran-proximamente
"

Una explosiva investigación de organizaciones civiles y medios internacionales volvió a los temas de conversación el uso del spyware israelí Pegasus, del cual se ha tenido constancia antes de varias demandas de su uso contra periodistas en México. El nuevo reporte hecho por Amnistía Internacional, The Guardian, The Washington Post, Forbidden Stories y otros medios, revela una lista de posibles blancos del software creado por NSO. 


El listado comprende más de 50,000 objetivos potenciales, y aunque NSO niega que haya pruebas contundentes de que su software ha sido usado en contra de otros que no fueran organizaciones criminales, Amazon Web Services ahora cerrado la infraestructura de NSO, según ha confirmado la propia Amazon a Motherboard. 
 


Un portavoz le dijo a Motherboard que en cuanto la empresa se enteró de las actividades de NSO, actuó rápidamente para ""cerrar sus cuentas e infraestructura relevante"".  

    
Infraestructura de Amazon que se usó para Pegasus
Sucede que el reporte de organizaciones y medios revela que NSO comenzó a utilizar CloudFront de Amazon como parte del uso de Pegasus. Un dispositivo infectado con el spyware subiría información del usuario a a través de CloudFront, que es un servicio de envío y entrega de contenidos en internet, ya sea video, apps, APIs y datos. La promesa de CloudFront es ser un servicio destacable por la seguridad de los envíos pero además con muy baja latencia y a rápidas velocidades. 

Previamente Motherboard reportó en mayo de 2020 algunos indicios de que NSO podría estar utilizando infraestructura de Amazon para que su malware fuera operativo
NSO asegura no tener acceso ni control a la lista de objetivos de sus clientes. Como antes ha dicho la empresa, el software solo se vende a gobiernos con la finalidad de ser una herramienta para la vigilancia de grupos delincuenciales o terroristas. Pero de vuelta a 2016, un grupo de especialistas de Citizen Lab encontró víctimas de Pegasus, una de ellas el periodista mexicano Rafael Cabrera. A lo largo de los años se han documentado más casos del uso de Pegasus contra periodistas, Carmen Aristegui siendo una de ellas. 

      Países en donde Pegasus se ha utilizado para seleccionar a periodistas como objetivo, según el reporte de organizaciones y medios.   
Activistas también se han visto involucrados a decir de organizaciones civiles como Red por la Defensa de los Derechos Digitales e investigaciones de medios como el New York Times. 

El tema ha escalado a tal nivel que hace un par de años WhatsApp demandó a NSO por presuntamente infectar a 1,400 smartphones con el Pegasus, aprovechando una vulnerabilidad encontrada en las videollamadas de la plataforma.

Una vez que un equipo está infectado con Pegasus, el spyware puede extraer mensajes, llamadas, fotos, activar la cámara, micrófono, acceder a todos los contenidos, e incluso a los de las apps con material cifrado, como varias plataformas de mensajería instantánea. La nueva investigación documenta el hallazgo de hasta 15,000 números telefónicos de México en una lista de interés de NSO, aunque la empresa asegura que los números no necesariamente son objetivos de los clientes que adquirieron Pegasus. 















    Compartir
    
           Amazon clausura servicios a NSO, la empresa detrás del software Pegasus que se usó para espiar a miles en México según nuevo reporte
         


Facebook
Twitter
Flipboard
E-mail



Temas

Seguridad


Spyware
periodistas
pegasus




","
         Amazon clausura servicios a NSO, la empresa detrás del software Pegasus que se usó para espiar a miles en México según nuevo reporte   ",https://www.xataka.com.mx/seguridad/amazon-clausura-servicios-a-nso-empresa-detras-software-pegasus-que-se-uso-para-espiar-a-miles-mexico-nuevo-reporte
"

Mobileye, una empresa subsidiaria de Intel, llevó su programa de pruebas de vehículos autónomos a Nueva York, por lo que los neoyorquinos estarán viendo entre sus calles autos que se manejan solos bajo la supervisión de una persona.

La adición de Nueva York al programa significa probar la tecnología en uno de los entornos de conducción más desafiantes del mundo, por lo que las revisiones demostrarán si el enfoque único del software permite una rápida escalabilidad geográfica y económica.
 


“Conducir en áreas urbanas complejas como la ciudad de Nueva York es un paso crucial para examinar las capacidades de un sistema autónomo y acercar la industria a la preparación comercial”, dijo Amnon Shashua, vicepresidente senior de Intel y presidente y director ejecutivo de Mobileye.









Como se aprecia en el video, el subsistema para vehículos autónomos con cámara de Mobileye se conduce a través de las calles congestionadas de Nueva York, aun con peatones, ciclistas, conductores agresivos, vehículos estacionados en doble fila, zonas de construcción, vehículos de emergencia, túneles y puentes.

Con esto, Mobileye es la única empresa que cuenta actualmente con un permiso para pruebas de vehículos autónomos en Nueva York, ya sea para la conducción diurna como para la nocturna.








Estas pruebas son parte de la estrategia de la empresa israelí para desarrollar e implementar esta tecnología. Nueva York se une a la lista de ciudades como Detroit, París, Shanghai y Tokio, donde Mobileye ya lanzó pruebas o planea lanzarlas para este año, como lo anunció en enero pasado.

Mobileye lanzó su primera flota de prueba en Jerusalén, Israel, en 2018 y agregó una en Múnich, Alemania en 2020. La selección de las ciudades y países se basa en dos factores: los clientes y el entorno regulatorio, según Jack Weast, ingeniero principal senior de Intel y vicepresidente de estándares de vehículos automatizados en Mobileye.






    Compartir
    
           Mobileye, startup de Intel, está probando coches autónomos en medio del tráfico de las calles de Nueva York 
         


Facebook
Twitter
Flipboard
E-mail



Temas

Automóvil


Intel
Coche autónomo




","
         Mobileye, startup de Intel, está probando coches autónomos en medio del tráfico de las calles de Nueva York    ",https://www.xataka.com.mx/automovil/mobileye-startup-intel-esta-probando-coches-autonomos-medio-trafico-calles-nueva-york
